,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,distance_conc,distance_SL,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3,synthetic_EC50_conc,synthetic_EC50_SL,composite_score_accuracy,composite_score_distance,composite_score_syntheticEC50
556,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,
591,classic-sweep-404,run_b661ca7150c5fa4c19091f2bf806de0e,0.4566049575805665,0.4129674537332485,0.9768644529123603,0.2277321541377137,0.720457702341024,0.6981906419792162,0.3891512444160828,0.1461203467191495,0.20560960202148074,0.7204577023410242,0.6526744738091466,1.1407910700553308,1.0847433849694088,0.46375117811100164
592,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,
614,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,
618,,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,,,
622,,,,,,,,,,,,,,,,
623,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,,
632,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,
634,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,,,
636,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,
644,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,,
649,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,
652,silvery-sweep-465,run_ae909e3414bff5320d85f8df7300592e,0.1445436477661133,0.7514996809189531,0.9966430774814033,0.7354390397978523,0.7317647457397434,0.7427335548873767,0.37583106108951464,0.13996482559356835,0.10362602653190424,0.731764745739744,0.5934747059133834,1.505315108449954,1.4487649138392598,0.41421913555254714
653,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,
696,soft-sweep-509,run_702af4dc3dce7c9606d057172ca9003d,0.0954052805900574,0.7620165922144222,0.884866630375615,0.4930511686670881,0.7909170986211337,0.7286332225563118,0.4465626269072354,0.1289937607302885,0.1282880606443483,0.7909170986211337,0.6259495173286921,1.358079531861308,1.2675794631053146,0.4821985032759037
697,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,
742,easy-sweep-555,run_dfec482126e52e4ec6e735becd5c34c8,0.42469680309295665,0.5159412890874283,0.9242424242424265,0.47258370183196463,0.6624656977335096,0.7243129187107664,0.3633927017462439,0.14000669988694026,0.16229943145925432,0.6624656977335094,0.6102231365722426,1.1868164063485915,1.1592043943118566,0.4218971878878354
743,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,
764,,,,,,,,,,,,,,,,
765,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,
770,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,
785,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,
814,,,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,
817,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,
846,peachy-sweep-659,run_10c7c3335fa471ea67a9f6581453e7c5,0.26260375976562506,0.5019017230376518,0.9525494465614258,0.3348704990524321,0.48222210929294984,0.6917866751068207,0.3466380460637008,0.16613625895063136,0.180745420088441,0.4822221092929499,0.6181357809780025,1.2502967305371535,1.1275611020553464,0.4247682878934333
847,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,
869,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,
878,,,,,,,,,,,,,,,,
879,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,
881,,,,,,,,,,,,,,,,
882,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,
887,,,,,,,,,,,,,,,,
888,,,,,,,,,,,,,,,,
889,,,,,,,,,,,,,,,,
890,,,,,,,,,,,,,,,,
891,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,
894,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,,,
896,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,
902,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,
904,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,,
906,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,,,,,
909,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,
911,stilted-sweep-724,run_4d5999cf5c30354a68cf2eb4c9d68eaa,0.25877475738525396,0.6158008934269305,0.7289965523498475,0.6685407454200888,0.6735694684419149,0.7196339083188268,0.29953008064048314,0.08942255349441,0.08689829437776304,0.6735694684419146,0.6378976103813894,1.2360410842338945,1.1651581188706612,0.3244471849896672
912,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,,
915,,,,,,,,,,,,,,,,
916,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,
918,,,,,,,,,,,,,,,,
919,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,
922,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,
924,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,
928,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,
935,,,,,,,,,,,,,,,,
936,,,,,,,,,,,,,,,,
937,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,
945,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,
948,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,
952,deep-sweep-765,run_5548e619b4ac5636d07a674d5a72bc0c,0.4604339599609376,0.4632546266751757,0.7574850299401221,0.26601389766266587,0.6722905444320223,0.6908002321042358,0.3824215350699066,0.09649930907415975,0.16088439671509905,0.6722905444320226,0.6410494804030175,0.9673047482032258,0.926904425207382,0.42596025195245085
953,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,,,,,
956,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,,,,,
961,,,,,,,,,,,,,,,,
962,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,
964,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,
968,,,,,,,,,,,,,,,,
969,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,,,
971,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,,,,,
976,sunny-sweep-789,run_8316b30a4a5c7c5750410458d7b93083,0.05201011896133424,0.8014805360561583,0.411994193431322,0.5643714466203416,0.8384913778500525,0.7497336076383395,0.41894761269362635,0.024308027302038987,0.13869867340492784,0.8384913778500527,0.6633499498865857,1.177683811442259,1.063308701581215,0.441978850599542
977,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,
1002,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,,,
1008,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,
1012,sweet-sweep-825,run_02be492f7298c16b0bd35d37849e5c57,0.41065722703933727,0.5214550095724314,0.8385955362003304,0.39222994314592596,0.7495765152285124,0.7241388405338398,0.33638104078435865,0.1207445249361419,0.23087807959570386,0.7495765152285135,0.6365920240544392,1.0974569265699403,1.0625451184037131,0.42548341041575655
1013,,,,,,,,,,,,,,,,
1014,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,,,
1016,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,
1018,,,,,,,,,,,,,,,,
1019,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,
1022,true-sweep-835,run_2eb0c40e702a6893a118bdb78d7df448,0.24026811122894293,0.6513848117421827,0.9184358555616062,0.7358180669614662,0.6801758308771216,0.706098011288706,0.3991761907524515,0.12141451363008313,0.08699936828806033,0.6801758308771226,0.5601558790947938,1.400765930219509,1.3450854327575208,0.4262065291219607
1023,fast-sweep-836,run_90da8185a7c5c24df523f38087915918,0.21537959575653082,0.6569495851946395,0.6585919070949038,0.7347441566645608,0.704068841684453,0.7301419000896767,0.30556361315774333,0.06362798877768977,0.13076437144662081,0.7040688416844542,0.6069064197921615,1.2606432701596453,1.1854007901680461,0.3384035512250701
1024,,,,,,,,,,,,,,,,
1025,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,,,
1029,,,,,,,,,,,,,,,,
1030,,,,,,,,,,,,,,,,
1031,,,,,,,,,,,,,,,,
1032,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,
1034,,,,,,,,,,,,,,,,
1035,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,
1037,,,,,,,,,,,,,,,,
1038,,,,,,,,,,,,,,,,
1039,,,,,,,,,,,,,,,,
1040,,,,,,,,,,,,,,,,
1041,,,,,,,,,,,,,,,,
1042,,,,,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,
1044,,,,,,,,,,,,,,,,
1045,,,,,,,,,,,,,,,,
1046,,,,,,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,
1048,,,,,,,,,,,,,,,,
1049,,,,,,,,,,,,,,,,
1050,,,,,,,,,,,,,,,,
1051,,,,,,,,,,,,,,,,
1052,,,,,,,,,,,,,,,,
1053,,,,,,,,,,,,,,,,
1054,,,,,,,,,,,,,,,,
1055,,,,,,,,,,,,,,,,
1056,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,
1058,,,,,,,,,,,,,,,,
1059,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,
1061,,,,,,,,,,,,,,,,
1062,,,,,,,,,,,,,,,,
1063,,,,,,,,,,,,,,,,
1064,,,,,,,,,,,,,,,,
1065,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,
1067,,,,,,,,,,,,,,,,
1068,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,
1070,,,,,,,,,,,,,,,,
1071,,,,,,,,,,,,,,,,
1072,,,,,,,,,,,,,,,,
1073,,,,,,,,,,,,,,,,
1074,,,,,,,,,,,,,,,,
1075,,,,,,,,,,,,,,,,
1076,,,,,,,,,,,,,,,,
1077,,,,,,,,,,,,,,,,
1078,,,,,,,,,,,,,,,,
1079,,,,,,,,,,,,,,,,
1080,,,,,,,,,,,,,,,,
1081,,,,,,,,,,,,,,,,
1082,,,,,,,,,,,,,,,,
1083,,,,,,,,,,,,,,,,
1084,,,,,,,,,,,,,,,,
1085,,,,,,,,,,,,,,,,
1086,,,,,,,,,,,,,,,,
1087,,,,,,,,,,,,,,,,
1088,,,,,,,,,,,,,,,,
1089,,,,,,,,,,,,,,,,
1090,,,,,,,,,,,,,,,,
1091,,,,,,,,,,,,,,,,
1092,,,,,,,,,,,,,,,,
1093,,,,,,,,,,,,,,,,
1094,,,,,,,,,,,,,,,,
1095,,,,,,,,,,,,,,,,
1096,,,,,,,,,,,,,,,,
1097,,,,,,,,,,,,,,,,
1098,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,
1100,,,,,,,,,,,,,,,,
1101,,,,,,,,,,,,,,,,
1102,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,,,
1104,,,,,,,,,,,,,,,,
1105,,,,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,,,
1107,driven-sweep-920,run_1d48b85d870c41fc3536398b68c1f8b9,0.42214423418045055,0.4883726866624124,0.955452730901834,0.4343019583070119,0.7329843818816276,0.710238961861054,0.35680222776585374,0.1376617394581464,0.20601389766266723,0.7329843818816287,0.6089834889486728,1.198092399637013,1.1575905982060068,0.4343964897181867
1108,,,,,,,,,,,,,,,,
1109,,,,,,,,,,,,,,,,
1110,,,,,,,,,,,,,,,,
1111,,,,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,
1113,,,,,,,,,,,,,,,,
1114,,,,,,,,,,,,,,,,
1115,,,,,,,,,,,,,,,,
1116,vocal-sweep-929,run_48a63f13ae42a41e9ee83af73e11e96f,0.5025526881217958,0.42282067645181864,0.7658319724188007,0.4379027163613398,0.612384388657384,0.7124703275834784,0.3312757440389853,0.10252920731962618,0.2182943777637403,0.6123843886573836,0.6223756396054234,1.0127740256692814,0.9782815154190967,0.40976614343480444
1117,,,,,,,,,,,,,,,,
1118,,,,,,,,,,,,,,,,
1119,,,,,,,,,,,,,,,,
1120,,,,,,,,,,,,,,,,
1121,,,,,,,,,,,,,,,,
1122,,,,,,,,,,,,,,,,
1123,,,,,,,,,,,,,,,,
1124,,,,,,,,,,,,,,,,
1125,,,,,,,,,,,,,,,,
1126,,,,,,,,,,,,,,,,
1127,,,,,,,,,,,,,,,,
1128,,,,,,,,,,,,,,,,
1129,,,,,,,,,,,,,,,,
1130,,,,,,,,,,,,,,,,
1131,,,,,,,,,,,,,,,,
1132,,,,,,,,,,,,,,,,
1133,,,,,,,,,,,,,,,,
1134,,,,,,,,,,,,,,,,
1135,,,,,,,,,,,,,,,,
1136,,,,,,,,,,,,,,,,
1137,,,,,,,,,,,,,,,,
1138,,,,,,,,,,,,,,,,
1139,,,,,,,,,,,,,,,,
1140,,,,,,,,,,,,,,,,
1141,,,,,,,,,,,,,,,,
1142,,,,,,,,,,,,,,,,
1143,,,,,,,,,,,,,,,,
1144,,,,,,,,,,,,,,,,
1145,,,,,,,,,,,,,,,,
1146,,,,,,,,,,,,,,,,
1147,,,,,,,,,,,,,,,,
1148,,,,,,,,,,,,,,,,
1149,,,,,,,,,,,,,,,,
1150,,,,,,,,,,,,,,,,
1151,,,,,,,,,,,,,,,,
1152,,,,,,,,,,,,,,,,
1153,,,,,,,,,,,,,,,,
1154,,,,,,,,,,,,,,,,
1155,,,,,,,,,,,,,,,,
1156,,,,,,,,,,,,,,,,
1157,,,,,,,,,,,,,,,,
1158,,,,,,,,,,,,,,,,
1159,,,,,,,,,,,,,,,,
1160,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,
1162,,,,,,,,,,,,,,,,
1163,,,,,,,,,,,,,,,,
1164,,,,,,,,,,,,,,,,
1165,,,,,,,,,,,,,,,,
1166,,,,,,,,,,,,,,,,
1167,,,,,,,,,,,,,,,,
1168,,,,,,,,,,,,,,,,
1169,,,,,,,,,,,,,,,,
1170,,,,,,,,,,,,,,,,
1171,,,,,,,,,,,,,,,,
1172,,,,,,,,,,,,,,,,
1173,,,,,,,,,,,,,,,,
1174,,,,,,,,,,,,,,,,
1175,,,,,,,,,,,,,,,,
1176,,,,,,,,,,,,,,,,
1177,,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,
1179,,,,,,,,,,,,,,,,
1180,,,,,,,,,,,,,,,,
1181,,,,,,,,,,,,,,,,
1182,,,,,,,,,,,,,,,,
1183,,,,,,,,,,,,,,,,
1184,,,,,,,,,,,,,,,,
1185,,,,,,,,,,,,,,,,
1186,,,,,,,,,,,,,,,,
1187,,,,,,,,,,,,,,,,
