,bidir,numFC,numRNN,sizeFC,dropout,sizeRNN,weighted,whichFFT,batch_size,customLoss,initial_lr,remove_mean,weight_decay,whichDataset,whichDisplacement,replace_nan_by_min
269,True,1,3,16,0.12159364674862058,64,False,False,256,False,0.001,False,1e-05,ratio,displacement,False
270,False,1,1,64,0.14008498105435752,64,False,False,128,False,0.001,False,0.001,indiv,displacement,False
271,False,3,1,8,0.15206599238211088,32,False,False,4096,False,0.001,False,1e-05,ratio,displacement,True
272,True,2,2,64,0.10835648404694764,64,False,True,256,False,0.001,False,0.001,indiv,displacement,True
273,False,1,2,16,0.13361914638226818,64,True,False,2048,False,0.001,False,0.001,ratio,xyPosition,False
274,True,2,2,64,0.18502994913754264,8,True,True,1024,False,0.01,False,1e-05,ratioNorm,xyPosition,False
275,True,2,1,32,0.0941979098722121,8,False,True,256,False,0.001,False,0.0001,ratioNorm,displacement,False
276,False,2,1,16,0.09790932931392582,32,True,False,215,False,0.01,False,0.0001,ratioNorm,displacement,True
277,True,2,2,64,0.1774298180901131,32,False,False,4096,False,0.01,False,0.0001,ratio,displacement,False
278,False,3,3,8,0.1793704017442131,32,True,True,215,False,0.01,False,0.001,ratioNorm,displacement,True
279,False,2,2,16,0.1872136092795843,64,False,True,2048,False,0.01,False,1e-05,indiv,xyPosition,False
280,True,2,3,64,0.19052415587924895,64,True,True,128,False,0.001,False,0.001,ratioNorm,displacement,True
281,True,3,1,32,0.1915736232032078,32,False,True,1024,False,0.001,False,0.0001,indiv,xyPosition,True
282,True,3,2,64,0.08246338738072272,64,True,True,128,False,0.001,False,0.001,ratioNorm,xyPosition,False
283,True,3,2,32,0.10689891472090476,64,False,False,256,False,0.01,False,0.0001,ratioNorm,displacement,False
284,False,3,1,8,0.12636256586232203,64,True,True,256,False,0.01,False,0.0001,ratio,displacement,False
285,True,2,1,32,0.16901806604470454,32,False,True,256,False,0.001,False,0.001,indiv,xyPosition,False
286,True,2,2,16,0.06037481358632803,32,False,False,128,False,0.001,False,0.0001,ratioNorm,displacement,True
287,False,3,1,32,0.16017709922745615,8,False,False,128,False,0.001,False,1e-05,indiv,displacement,False
288,True,1,1,8,0.12427214066238636,8,False,True,128,False,0.001,False,1e-05,ratioNorm,displacement,True
289,False,1,3,8,0.12375806947045118,64,False,False,2048,False,0.01,False,0.001,ratioNorm,xyPosition,True
290,False,1,1,64,0.13659463800400817,64,True,False,215,False,0.01,False,0.001,indiv,xyPosition,False
291,False,1,3,64,0.11001156062330686,8,True,True,4096,False,0.001,False,0.0001,ratioNorm,displacement,False
292,False,3,3,64,0.1947249907588675,32,True,False,256,False,0.01,False,0.001,indiv,xyPosition,True
293,True,1,2,16,0.15721063354243517,8,False,True,256,False,0.001,False,0.001,ratioNorm,xyPosition,False
294,False,1,2,16,0.13512740252281846,8,False,False,215,False,0.01,False,0.0001,ratioNorm,xyPosition,True
295,True,3,1,8,0.09003065335597427,32,True,True,4096,False,0.01,False,0.0001,ratio,xyPosition,True
296,True,2,3,32,0.12804423161656003,32,False,False,215,False,0.001,False,0.0001,ratio,displacement,True
297,False,2,1,64,0.1675230420518642,8,True,False,215,False,0.01,False,0.0001,ratioNorm,displacement,True
298,True,3,3,32,0.17089837876041017,64,False,True,1024,False,0.001,False,0.0001,ratioNorm,xyPosition,False
299,False,1,1,64,0.05528129305559997,64,False,False,256,False,0.01,False,0.0001,indiv,displacement,False
300,True,1,2,8,0.19334792097481052,64,True,False,1024,False,0.01,False,0.0001,ratio,xyPosition,False
301,True,2,2,32,0.15733606984428222,8,False,False,4096,False,0.01,False,0.0001,indiv,xyPosition,True
302,False,2,1,64,0.12074260176258804,32,False,True,128,False,0.01,False,0.0001,indiv,xyPosition,False
303,False,3,2,32,0.09434044962792332,32,False,False,1024,False,0.001,False,1e-05,indiv,displacement,True
304,True,2,3,16,0.16424563810056747,16,True,False,128,False,0.001,False,0.001,ratio,xyPosition,False
305,True,3,3,8,0.18169684460199031,16,False,False,128,False,0.001,False,0.001,ratioNorm,xyPosition,False
306,True,2,2,8,0.08066217589304549,16,True,False,256,False,0.01,False,0.0001,ratio,xyPosition,True
307,False,1,3,64,0.07787376118854203,32,False,False,1024,False,0.01,False,1e-05,indiv,displacement,False
308,True,3,1,8,0.11731415780882386,8,True,False,256,False,0.001,False,0.0001,indiv,xyPosition,True
309,True,3,3,8,0.18161534061989376,8,False,True,4096,False,0.001,False,0.0001,indiv,displacement,False
310,True,1,2,16,0.0637687649289531,16,False,True,1024,False,0.01,False,0.001,ratioNorm,xyPosition,False
311,True,2,1,16,0.1890517340553058,32,False,True,4096,False,0.01,False,0.0001,indiv,displacement,False
312,False,1,2,32,0.17066472113537284,64,False,False,4096,False,0.01,False,0.001,ratio,xyPosition,True
313,False,2,2,64,0.11247754463399907,16,False,True,128,False,0.01,False,0.001,ratio,displacement,False
314,False,3,3,16,0.18485474996535625,64,False,True,2048,False,0.001,False,1e-05,indiv,xyPosition,False
315,True,1,2,16,0.18232866838053452,8,True,True,128,False,0.01,False,1e-05,ratio,xyPosition,True
316,True,3,3,8,0.07489401507950416,16,True,False,1024,False,0.001,False,1e-05,ratioNorm,displacement,True
317,False,3,1,16,0.1185070756316568,8,False,True,128,False,0.01,False,0.001,ratio,xyPosition,False
318,False,2,1,16,0.14653768453175323,64,False,False,215,False,0.001,False,1e-05,indiv,xyPosition,False
319,True,1,3,16,0.06652113866786556,8,False,False,128,False,0.001,False,1e-05,ratio,displacement,False
320,True,1,3,16,0.1254805858229484,8,True,False,1024,False,0.01,False,1e-05,ratio,displacement,True
321,True,2,1,32,0.1127348553267054,16,False,True,215,False,0.01,False,1e-05,ratio,displacement,True
322,False,1,2,16,0.17318289062045705,32,False,True,128,False,0.01,False,0.001,ratioNorm,xyPosition,True
323,False,2,1,8,0.112236781427601,16,False,True,128,False,0.001,False,1e-05,indiv,displacement,False
324,False,2,3,32,0.14200971368866885,32,False,False,128,False,0.001,False,1e-05,indiv,displacement,True
325,False,3,1,16,0.13452695084022098,8,False,True,2048,False,0.001,False,0.0001,ratioNorm,xyPosition,True
326,True,1,2,32,0.1272451995603664,8,False,False,4096,False,0.01,False,0.001,ratioNorm,displacement,True
327,True,2,2,64,0.16126651271272874,8,True,True,4096,False,0.001,False,0.001,ratioNorm,xyPosition,True
328,False,3,2,64,0.17390876224510707,32,False,False,1024,False,0.001,False,0.0001,ratio,xyPosition,True
329,True,2,2,16,0.17151216847310552,32,True,False,256,False,0.01,False,1e-05,indiv,xyPosition,False
330,False,2,2,16,0.05149963038142346,16,False,True,128,False,0.01,False,0.0001,indiv,xyPosition,True
331,False,1,2,64,0.14719644954701605,64,True,True,256,False,0.001,False,0.0001,ratio,xyPosition,True
332,False,2,3,32,0.17711571861521858,16,True,False,256,False,0.01,False,0.0001,ratioNorm,displacement,True
333,True,1,3,16,0.1853722703493217,16,True,True,4096,False,0.01,False,0.001,ratioNorm,displacement,False
334,True,3,1,16,0.1248786997292262,16,False,False,215,False,0.001,False,1e-05,ratio,displacement,True
335,False,2,3,16,0.0956319816874688,32,True,False,4096,False,0.001,False,0.0001,ratio,displacement,True
336,False,2,3,32,0.12426174402591658,32,True,False,128,False,0.001,False,0.0001,ratioNorm,displacement,False
337,False,1,3,32,0.05726292534755301,16,True,False,4096,False,0.001,False,0.001,indiv,xyPosition,False
338,False,3,3,16,0.12800092748637165,16,True,False,215,False,0.01,False,0.001,indiv,xyPosition,True
339,False,3,3,32,0.06228656837060202,16,True,True,1024,False,0.001,False,1e-05,indiv,xyPosition,False
340,True,2,2,16,0.08406930555967136,64,True,False,2048,False,0.01,False,0.001,indiv,displacement,True
341,True,2,3,64,0.19925117300137268,64,True,True,2048,False,0.001,False,0.001,indiv,displacement,True
342,True,3,1,32,0.16245692362128333,64,False,False,128,False,0.01,False,0.001,ratioNorm,displacement,False
343,False,1,3,8,0.12898210809415206,64,False,False,4096,False,0.01,False,0.001,ratioNorm,xyPosition,True
344,False,1,1,64,0.1931492433692999,8,True,False,2048,False,0.01,False,0.0001,indiv,displacement,True
345,False,2,2,64,0.13859158728306492,16,False,False,128,False,0.01,False,1e-05,indiv,xyPosition,True
346,False,1,2,16,0.06239794487351888,8,True,True,2048,False,0.01,False,1e-05,ratioNorm,xyPosition,True
347,False,1,1,64,0.08761501826517504,16,False,False,2048,False,0.01,False,0.001,indiv,displacement,True
348,True,2,3,32,0.15785003727230693,8,False,True,256,False,0.01,False,1e-05,ratio,displacement,False
349,True,3,1,16,0.1419022923173699,32,True,True,128,False,0.001,False,1e-05,ratioNorm,xyPosition,True
350,True,2,1,16,0.13589620797186414,8,True,False,215,False,0.01,False,1e-05,ratio,displacement,False
351,False,2,2,8,0.098173161879102,32,True,False,1024,False,0.001,False,0.0001,indiv,displacement,False
352,True,3,2,64,0.0902846718648088,8,False,False,4096,False,0.01,False,1e-05,ratioNorm,displacement,False
353,False,1,1,8,0.1695818813485449,64,False,True,215,False,0.001,False,1e-05,indiv,displacement,True
354,False,2,3,32,0.1824689709968224,32,True,False,2048,False,0.001,False,1e-05,ratio,xyPosition,True
355,False,1,2,64,0.059391497794403225,8,True,False,1024,False,0.01,False,0.001,ratio,xyPosition,False
356,True,1,3,64,0.16978957273575118,64,True,True,4096,False,0.01,False,1e-05,indiv,xyPosition,False
357,True,3,2,32,0.13484044772174558,8,True,True,4096,False,0.001,False,0.0001,indiv,displacement,False
358,True,3,3,32,0.1524949351935364,32,False,True,2048,False,0.01,False,1e-05,indiv,displacement,True
359,False,3,1,8,0.122475929647229,32,False,True,4096,False,0.01,False,1e-05,indiv,displacement,False
360,False,1,1,8,0.1919771383958726,16,False,True,128,False,0.001,False,0.001,ratio,xyPosition,False
361,True,3,2,32,0.1589170150056069,64,False,False,128,False,0.001,False,0.0001,indiv,xyPosition,True
362,False,1,2,64,0.19484977795678116,8,False,True,1024,False,0.001,False,0.0001,indiv,xyPosition,False
363,True,2,2,8,0.0881221931391315,64,True,False,128,False,0.001,False,0.001,ratio,xyPosition,True
364,True,1,1,32,0.07789979035376432,16,True,False,4096,False,0.001,False,0.0001,ratioNorm,xyPosition,True
365,True,2,1,8,0.1170715902488437,64,False,True,256,False,0.001,False,1e-05,indiv,displacement,False
366,False,1,3,32,0.14949349476755786,16,False,True,128,False,0.001,False,1e-05,ratio,displacement,True
367,False,3,2,8,0.1959316422415049,32,True,False,2048,False,0.01,False,0.001,ratio,xyPosition,True
368,False,3,3,16,0.13222756240240963,8,False,False,4096,False,0.01,False,0.001,ratio,displacement,False
369,False,2,3,16,0.06932217137459173,32,True,True,256,False,0.001,False,0.001,ratioNorm,xyPosition,True
370,True,1,1,32,0.15360823484338398,8,False,False,2048,False,0.01,False,0.0001,indiv,xyPosition,False
371,False,2,1,32,0.06175367615006704,16,True,False,4096,False,0.01,False,1e-05,ratioNorm,xyPosition,True
372,False,3,1,32,0.09095125258919072,64,False,True,2048,False,0.001,False,0.001,ratioNorm,xyPosition,True
373,True,2,1,16,0.1271745227042686,8,True,False,215,False,0.01,False,0.001,ratioNorm,xyPosition,True
374,True,3,3,32,0.06149010895169783,8,True,False,215,False,0.01,False,0.0001,ratioNorm,displacement,True
375,True,1,2,32,0.14525327787009715,16,False,False,2048,False,0.001,False,0.001,ratioNorm,displacement,True
376,False,1,2,64,0.18392197287798828,8,True,False,4096,False,0.01,False,1e-05,ratioNorm,xyPosition,False
377,True,3,2,64,0.1283798779698537,32,False,False,256,False,0.001,False,1e-05,ratio,displacement,True
378,False,3,2,16,0.10220088871886036,64,False,False,256,False,0.001,False,1e-05,indiv,displacement,False
379,False,3,1,16,0.11561908834178528,8,False,True,128,False,0.01,False,0.0001,ratioNorm,xyPosition,False
380,True,3,2,32,0.11521081773757222,64,True,False,1024,False,0.001,False,0.001,ratioNorm,xyPosition,True
381,True,2,1,32,0.19534945365162695,8,False,False,2048,False,0.01,False,1e-05,ratioNorm,xyPosition,False
382,True,1,3,64,0.1893865929174614,8,True,True,215,False,0.01,False,1e-05,ratio,xyPosition,False
383,False,1,2,64,0.19322295803402084,64,True,False,215,False,0.01,False,0.0001,indiv,displacement,True
384,True,2,3,32,0.11033863476548564,16,True,False,215,False,0.01,False,1e-05,ratio,xyPosition,True
385,True,3,1,8,0.13325253737452236,64,False,True,128,False,0.001,False,0.0001,ratioNorm,xyPosition,True
386,True,1,3,16,0.19333044121440207,16,True,True,215,False,0.001,False,0.001,ratio,xyPosition,False
387,False,1,3,64,0.17986015559192237,16,False,True,2048,False,0.01,False,0.001,indiv,xyPosition,False
388,False,2,2,8,0.06000816928523525,16,True,False,128,False,0.001,False,0.001,ratioNorm,displacement,True
389,True,3,1,32,0.0979407100615502,16,False,False,215,False,0.01,False,0.001,ratio,displacement,False
390,True,3,3,16,0.07683306149237566,8,False,True,4096,False,0.001,False,0.001,ratio,displacement,False
391,True,2,2,64,0.18192716372496437,64,False,False,4096,False,0.001,False,0.001,ratio,displacement,False
392,True,3,3,8,0.08590663676135055,64,True,True,215,False,0.01,False,1e-05,indiv,xyPosition,False
393,False,1,1,32,0.08229653260042129,16,False,True,2048,False,0.001,False,0.001,ratioNorm,displacement,False
394,False,2,1,8,0.16059740390391114,32,False,False,4096,False,0.01,False,0.0001,ratioNorm,xyPosition,True
395,False,1,1,16,0.18616753766714755,64,False,False,2048,False,0.01,False,0.0001,ratioNorm,displacement,False
396,True,2,1,16,0.08534008572854715,32,True,False,2048,False,0.01,False,1e-05,ratioNorm,displacement,False
397,True,3,2,16,0.114454443156872,8,True,False,4096,False,0.001,False,0.001,indiv,displacement,False
398,False,3,2,8,0.0534280680482079,64,True,False,256,False,0.001,False,1e-05,indiv,displacement,False
399,True,2,1,16,0.14758782758482425,8,True,True,256,False,0.01,False,1e-05,indiv,xyPosition,False
400,False,2,2,8,0.14291998711574436,16,False,True,215,False,0.01,False,0.0001,ratioNorm,displacement,False
401,False,2,3,8,0.11418104426305284,32,True,True,1024,False,0.001,False,0.0001,ratio,xyPosition,False
402,False,2,2,64,0.07157692064577584,8,False,False,1024,False,0.001,False,1e-05,ratioNorm,xyPosition,False
403,False,1,3,16,0.1060580711154172,8,False,True,256,False,0.001,False,1e-05,ratio,xyPosition,True
404,True,3,2,16,0.1157946305563813,8,False,False,2048,False,0.01,False,1e-05,ratio,xyPosition,False
405,True,3,1,32,0.1446631791650451,32,False,False,4096,False,0.01,False,0.001,indiv,displacement,True
406,True,2,1,8,0.06907618629548107,32,False,True,1024,False,0.01,False,0.001,ratio,displacement,True
407,True,1,3,64,0.15350487441220995,16,True,True,2048,False,0.001,False,0.001,ratio,displacement,True
408,False,3,3,64,0.10713601773954862,8,True,False,215,False,0.01,False,1e-05,indiv,xyPosition,False
409,True,2,3,32,0.19872735324115148,16,True,False,256,False,0.001,False,0.0001,ratio,xyPosition,True
410,True,3,1,8,0.18512701176592097,16,False,True,128,False,0.001,False,0.0001,ratioNorm,displacement,True
411,True,1,2,16,0.0612000405562179,64,True,False,128,False,0.01,False,0.0001,ratioNorm,xyPosition,True
412,False,2,1,16,0.12328019762106844,32,False,False,215,False,0.01,False,1e-05,ratio,xyPosition,True
413,False,1,1,16,0.1631459133446938,64,False,True,215,False,0.01,False,0.0001,indiv,displacement,True
414,False,1,2,64,0.11992666807106309,16,False,False,256,False,0.001,False,0.001,ratioNorm,xyPosition,True
415,False,2,3,64,0.14768178164866427,16,False,True,2048,False,0.001,False,0.0001,ratio,xyPosition,False
416,False,2,2,8,0.06828688239961922,64,False,True,2048,False,0.001,False,0.0001,indiv,xyPosition,False
417,True,2,2,8,0.11944300857259044,64,True,False,128,False,0.001,False,0.001,ratioNorm,xyPosition,True
418,False,1,3,64,0.05822154798567897,8,False,False,2048,False,0.001,False,1e-05,ratioNorm,displacement,False
419,False,2,2,32,0.15747192479554406,8,False,False,215,False,0.01,False,0.001,ratioNorm,xyPosition,False
420,True,1,1,32,0.19928293332341684,32,True,False,1024,False,0.01,False,1e-05,ratioNorm,xyPosition,False
421,True,2,1,8,0.1438893526574139,16,True,True,1024,False,0.01,False,0.0001,ratio,displacement,False
422,False,3,3,8,0.07179224864795296,32,True,True,4096,False,0.001,False,0.0001,ratioNorm,xyPosition,False
423,False,2,1,64,0.18248082895744827,8,False,False,1024,False,0.01,False,0.0001,indiv,xyPosition,False
424,True,3,1,16,0.16652566359859575,8,False,False,2048,False,0.01,False,1e-05,ratioNorm,displacement,True
425,True,2,2,8,0.15059966866954794,32,True,True,4096,False,0.01,False,0.001,ratioNorm,displacement,False
426,True,3,1,8,0.15178069564141589,8,True,True,256,False,0.01,False,1e-05,indiv,displacement,False
427,False,3,2,32,0.1121733250978201,32,True,True,128,False,0.001,False,0.001,indiv,displacement,True
428,True,2,3,32,0.11071697140710732,32,True,False,2048,False,0.001,False,0.001,ratioNorm,displacement,False
429,True,3,1,64,0.17705340769360656,16,True,False,256,False,0.01,False,0.001,ratio,xyPosition,True
430,True,3,2,32,0.056446973652212955,16,True,False,128,False,0.001,False,0.001,indiv,displacement,False
431,True,1,3,16,0.07435824699087328,8,True,True,256,False,0.001,False,0.0001,indiv,displacement,True
432,False,1,3,32,0.07756319908132188,16,True,True,128,False,0.01,False,0.001,ratioNorm,xyPosition,False
433,False,2,3,16,0.18661866190321164,8,True,True,128,False,0.01,False,0.0001,indiv,displacement,True
434,False,1,3,64,0.09443768418274744,32,True,True,2048,False,0.01,False,1e-05,indiv,xyPosition,True
435,True,3,3,16,0.050248168583141094,16,True,False,2048,False,0.001,False,0.0001,indiv,xyPosition,True
436,True,3,2,8,0.1731377857197531,64,True,True,4096,False,0.01,False,0.0001,ratioNorm,xyPosition,True
437,True,2,2,32,0.13034867746423823,64,True,False,256,False,0.01,False,1e-05,ratio,displacement,True
438,False,1,3,8,0.14624656669322844,16,True,True,256,False,0.001,False,0.001,ratio,displacement,True
439,False,1,2,16,0.19654938237202713,64,True,True,215,False,0.001,False,0.001,indiv,displacement,True
440,False,1,3,16,0.1207289075399028,8,False,True,215,False,0.01,False,0.0001,ratioNorm,xyPosition,False
441,False,2,2,8,0.1074165848417373,64,True,True,215,False,0.001,False,0.0001,ratio,xyPosition,True
442,True,3,1,32,0.07048915681544562,32,False,True,2048,False,0.001,False,0.001,indiv,xyPosition,True
443,False,3,2,64,0.0941378603604946,64,True,False,128,False,0.001,False,0.0001,indiv,displacement,False
444,True,1,1,8,0.12867547775362664,64,False,True,2048,False,0.001,False,0.001,ratioNorm,xyPosition,True
445,True,2,2,8,0.17627734219725594,32,False,True,4096,False,0.001,False,0.001,indiv,xyPosition,True
446,True,1,2,8,0.14751070798107088,32,True,False,256,False,0.01,False,0.0001,ratio,xyPosition,False
447,False,1,3,16,0.11053304690578113,64,False,False,2048,False,0.001,False,0.001,ratio,xyPosition,True
448,False,1,1,32,0.05899782728604132,64,False,True,1024,False,0.01,False,0.0001,ratio,xyPosition,False
449,True,2,2,8,0.09953816769728252,8,True,False,256,False,0.01,False,0.0001,ratio,displacement,True
450,True,3,3,64,0.15416215718361184,16,True,False,256,False,0.001,False,1e-05,ratioNorm,xyPosition,False
451,False,1,3,8,0.1552545537869936,32,False,False,128,False,0.01,False,1e-05,indiv,displacement,True
452,False,2,2,16,0.12750281759502252,32,False,False,2048,False,0.01,False,1e-05,ratio,xyPosition,True
453,True,1,3,64,0.19545643059525153,32,False,False,256,False,0.01,False,0.001,ratio,xyPosition,True
454,False,2,3,8,0.09314436893392562,32,True,False,1024,False,0.01,False,0.0001,ratio,xyPosition,False
455,True,2,2,64,0.14969489582136736,32,False,True,215,False,0.001,False,0.0001,ratio,displacement,True
456,False,3,1,16,0.053367268699864655,32,True,True,4096,False,0.001,False,0.001,ratio,xyPosition,True
457,False,3,3,8,0.17161177095338426,16,True,True,128,False,0.001,False,1e-05,ratioNorm,displacement,True
458,False,2,3,8,0.08655700480853065,64,False,False,1024,False,0.001,False,1e-05,ratioNorm,displacement,False
459,False,1,2,32,0.1496282162449367,8,True,True,256,False,0.001,False,0.001,ratio,displacement,False
460,False,1,2,64,0.12844079290213217,32,True,False,1024,False,0.001,False,1e-05,ratio,displacement,True
461,True,2,3,8,0.0631700543942388,32,False,True,128,False,0.01,False,1e-05,ratio,displacement,True
462,False,2,3,16,0.06340894831261734,8,False,True,1024,False,0.01,False,0.001,ratio,displacement,True
463,False,1,1,64,0.1772433551922593,32,True,True,4096,False,0.001,False,0.0001,ratioNorm,xyPosition,True
464,False,1,2,32,0.08316677567120487,64,True,False,2048,False,0.01,False,0.001,indiv,xyPosition,False
465,False,2,2,8,0.19785969942257303,8,False,False,4096,False,0.01,False,1e-05,ratio,displacement,True
466,False,1,3,64,0.158813944161682,64,True,False,128,False,0.001,False,1e-05,indiv,displacement,True
467,False,3,2,32,0.17565509346826297,16,False,True,1024,False,0.01,False,1e-05,ratio,displacement,True
468,True,2,2,16,0.07626361767666716,8,True,True,256,False,0.001,False,0.001,ratioNorm,xyPosition,False
469,False,1,2,16,0.15308554085192488,8,False,False,128,False,0.01,False,0.001,ratio,displacement,False
470,False,1,3,16,0.07712281117939997,16,False,False,1024,False,0.001,False,0.0001,indiv,displacement,True
471,False,2,3,8,0.09538989694781824,16,False,True,128,False,0.001,False,0.001,ratio,xyPosition,False
472,True,1,2,8,0.13727499867542925,8,False,False,1024,False,0.001,False,0.0001,ratioNorm,displacement,True
473,True,1,3,64,0.18433289444307044,64,True,True,256,False,0.01,False,0.0001,ratio,displacement,True
474,True,2,1,64,0.08049819855365543,8,True,False,1024,False,0.01,False,0.0001,ratio,xyPosition,False
475,True,1,1,8,0.19611020011726105,16,True,True,215,False,0.001,False,0.0001,ratioNorm,displacement,True
476,True,2,3,64,0.15567547661533615,8,True,True,1024,False,0.01,False,0.0001,ratioNorm,displacement,False
477,True,2,1,16,0.10380484151523955,8,False,True,128,False,0.01,False,1e-05,ratioNorm,xyPosition,False
478,True,1,3,8,0.1444569913695335,64,True,False,1024,False,0.001,False,0.001,ratioNorm,displacement,True
479,False,3,2,16,0.09781264794910338,8,False,False,215,False,0.01,False,0.001,ratioNorm,xyPosition,True
480,False,3,3,8,0.10675099756571611,16,False,False,128,False,0.001,False,0.0001,ratioNorm,displacement,False
481,False,2,1,64,0.13914486283271693,64,True,True,215,False,0.01,False,0.0001,ratio,xyPosition,False
482,True,2,3,64,0.050153717459096525,32,True,False,215,False,0.001,False,0.001,ratio,xyPosition,False
483,False,1,2,32,0.10127771742599942,16,False,False,256,False,0.001,False,0.0001,ratioNorm,displacement,True
484,True,3,3,16,0.0782680706370687,64,True,True,215,False,0.001,False,0.001,ratioNorm,xyPosition,True
485,True,1,2,8,0.14299100809658669,32,True,True,4096,False,0.01,False,0.001,indiv,displacement,True
486,True,2,1,16,0.08267522724722645,16,True,True,128,False,0.01,False,0.001,ratio,xyPosition,False
487,True,1,1,64,0.18346292231613623,8,True,False,215,False,0.01,False,0.001,ratioNorm,displacement,False
488,False,3,1,32,0.060296904222510245,8,True,True,128,False,0.01,False,0.0001,indiv,displacement,False
489,False,1,3,64,0.14502548712885732,16,True,False,4096,False,0.01,False,1e-05,ratio,displacement,True
490,False,2,1,32,0.13147740600829913,64,True,True,128,False,0.01,False,0.001,ratio,displacement,True
491,True,2,2,32,0.1951152924130582,8,False,False,128,False,0.001,False,0.001,ratio,displacement,True
492,True,2,3,16,0.14559571417713313,16,False,False,128,False,0.01,False,1e-05,ratio,xyPosition,True
493,False,3,2,64,0.14616773504727257,64,False,False,128,False,0.01,False,0.0001,ratio,xyPosition,False
494,False,2,1,16,0.1946285361661999,64,False,True,2048,False,0.001,False,1e-05,ratio,displacement,False
495,False,2,1,16,0.09182068229024752,16,True,True,215,False,0.001,False,0.001,indiv,displacement,True
496,False,3,3,16,0.07245667560645869,8,False,True,4096,False,0.01,False,0.0001,ratioNorm,xyPosition,False
497,False,3,1,16,0.12433747510647015,64,False,False,215,False,0.001,False,0.0001,ratioNorm,displacement,False
498,True,3,2,16,0.1224956678972266,64,True,False,4096,False,0.001,False,0.0001,ratio,displacement,True
499,False,1,3,32,0.1417654214714066,32,False,True,256,False,0.01,False,1e-05,ratio,xyPosition,True
500,False,3,1,64,0.1274147955590191,8,True,True,4096,False,0.001,False,0.0001,ratioNorm,xyPosition,False
501,False,3,1,8,0.1487508943011776,32,True,False,2048,False,0.001,False,1e-05,ratio,displacement,True
502,True,2,1,32,0.13235079267114103,8,True,False,2048,False,0.001,False,1e-05,ratio,displacement,True
503,True,1,3,8,0.12754254252239638,8,False,True,4096,False,0.01,False,1e-05,ratio,displacement,True
504,False,1,2,32,0.14898072805158308,32,False,False,1024,False,0.01,False,0.0001,ratio,displacement,False
505,False,1,2,64,0.14899709699568642,8,False,True,215,False,0.001,False,0.001,indiv,displacement,True
506,True,1,1,8,0.1869740795034955,32,False,False,4096,False,0.001,False,1e-05,ratioNorm,xyPosition,False
507,True,3,3,64,0.1382377939824463,64,False,True,128,False,0.01,False,0.001,indiv,xyPosition,True
508,False,3,1,32,0.08034657213118274,16,True,False,256,False,0.01,False,0.0001,ratio,xyPosition,False
509,True,1,2,64,0.1293597066265059,8,False,True,4096,False,0.001,False,0.001,ratioNorm,xyPosition,False
510,True,3,2,16,0.07668795219019282,8,False,False,2048,False,0.01,False,1e-05,indiv,displacement,True
511,False,3,3,8,0.17225833032779245,64,True,True,256,False,0.001,False,0.001,ratio,displacement,False
512,False,1,2,8,0.08326117217143655,16,False,False,128,False,0.001,False,1e-05,ratioNorm,xyPosition,False
513,True,2,1,32,0.10545012479143312,64,False,True,4096,False,0.001,False,1e-05,ratio,xyPosition,False
514,True,2,3,16,0.059803578536747365,8,False,False,4096,False,0.01,False,1e-05,ratio,displacement,True
515,False,1,3,8,0.1397886525773442,8,True,True,256,False,0.001,False,1e-05,ratio,xyPosition,False
516,False,1,1,8,0.10019857713114422,32,False,False,4096,False,0.001,False,0.0001,indiv,xyPosition,True
517,True,3,1,64,0.12447123872801708,16,False,False,215,False,0.001,False,1e-05,ratio,displacement,True
518,False,3,1,16,0.0804240436617043,32,False,True,256,False,0.01,False,0.001,ratio,displacement,False
519,False,1,1,64,0.08888175636326431,64,True,True,256,False,0.001,False,0.001,ratio,xyPosition,False
520,True,3,1,32,0.08387593193680663,64,False,True,215,False,0.001,False,0.0001,ratio,xyPosition,True
521,True,3,2,32,0.12186672055853325,64,True,False,256,False,0.01,False,0.0001,ratio,displacement,True
522,True,1,2,32,0.19793541445565785,32,True,True,128,False,0.001,False,1e-05,ratioNorm,xyPosition,True
523,True,2,3,16,0.07028504811452659,64,True,True,256,False,0.001,False,0.0001,ratio,xyPosition,True
524,True,2,1,16,0.14776790680222618,64,True,True,2048,False,0.01,False,0.0001,ratioNorm,displacement,True
525,True,3,3,8,0.05387518864806553,8,True,True,4096,False,0.01,False,0.0001,indiv,displacement,False
526,False,1,1,16,0.08169647640252758,8,True,True,1024,False,0.001,False,1e-05,indiv,displacement,False
527,False,1,2,8,0.1915139633713064,64,True,False,1024,False,0.01,False,0.001,ratio,xyPosition,False
528,False,2,3,32,0.17300851578803084,64,False,True,4096,False,0.001,False,0.0001,ratioNorm,displacement,False
529,True,2,1,32,0.12510507428551365,64,False,False,215,False,0.001,False,0.001,indiv,displacement,True
530,False,3,1,64,0.07227260402628592,64,False,True,256,False,0.001,False,0.0001,indiv,xyPosition,True
531,True,2,1,32,0.14008376874627476,16,False,False,215,False,0.01,False,0.001,ratioNorm,xyPosition,True
532,False,3,1,64,0.1824619074545472,64,False,False,215,False,0.01,False,1e-05,indiv,displacement,False
533,False,3,2,64,0.051717555095479206,64,False,False,1024,False,0.001,False,0.0001,ratio,xyPosition,True
534,True,1,1,16,0.14160995135084298,8,False,True,4096,False,0.01,False,0.001,indiv,displacement,True
